,BP_date,address,aff,affnet,apn,best_date,best_stat,comp_date,con_date,dbi_permit,dropped_out,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified
0,,2098 MISSION ST,0.0,0.0,3569016A,2016-10-07,BP FILED,,,201610079760,False,2016-10-07,2016-10-07,2016-10-07,2016-10-07,BP FILED,"('2016-10-07', '2016-10-07', '2016-10-07')",,"('BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,0.0,0.0,-122.4197921753,37.7635345459,,
0,,6619 CALIFORNIA ST,0.0,0.0,1405001,2016-08-24,PL APPROVED,,,201608245890,False,2016-08-24,2016-08-24,2016-08-24,2016-08-24,PL APPROVED,"('2016-08-24', '2016-08-24', '2016-08-24', '2016-08-24')",,"('BP FILED', 'BP FILED', 'BP FILED', 'PL APPROVED')",2,2017,Proposed,3.0,1.0,-122.488494873,37.78358078,,
0,,1075 &1089 FOLSOM ST,0.0,0.0,3754038,2017-02-14,BP FILED,,,201702149384,False,2017-02-14,2017-02-14,,2017-02-14,BP FILED,"('2017-02-14', '2017-02-14')",,"('BP FILED', 'BP FILED')",2,2017,Proposed,48.0,48.0,-122.4072341919,37.776889800999996,,
0,,960 HOWARD ST,0.0,0.0,3725019,2016-10-11,BP FILED,,,201610119997,False,2016-10-11,2016-10-11,2016-10-11,2016-10-11,BP FILED,"('2016-10-11', '2016-10-11', '2016-10-11')",,"('BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,0.0,0.0,-122.4065246582,37.780727386500004,,
0,,1308 04TH AV,0.0,0.0,1758046,2015-06-26,PL APPROVED,,,201503251826,False,2015-03-25,2015-03-25,2015-03-25,2015-06-26,PL APPROVED,"('2015-03-25', '2015-03-25', '2015-03-25', '2015-03-25', '2015-03-25', '2015-03-25', '2015-03-25', '2015-03-25', '2015-03-25', '2015-06-26')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL APPROVED')",2,2017,Proposed,3.0,1.0,-122.4606552124,37.7640762329,,
0,2015-10-27,1545 PINE ST,12.0,12.0,0667016,2017-03-23,CONSTRUCTION,04/01/2017,2016-06-23,201312033256,False,2006-03-14,2007-03-19,2006-03-14,2017-03-23,CONSTRUCTION,"('2007-03-19', '2007-03-19', '2007-03-19', '2007-03-19', '2007-03-19', '2007-03-19', '2012-10-22', '2012-10-22', '2012-10-22', '2012-10-22', '2013-12-03', '2013-12-03', '2013-12-03', '2013-12-03', '2013-12-03', '2013-12-03', '2013-12-03', '2015-10-27', '2015-12-30', '2015-12-30', '2016-06-23', '2016-09-28', '2016-12-21', '2017-03-23')",4036.0,"('BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2017,Under Construction,100.0,100.0,-122.421211229,37.7892721056,RC-4,RC-4
0,,77 KIRKWOOD AV,,,4591C165,2017-07-28,CONSTRUCTION,,2017-07-28,201412113580,False,2017-07-28,2017-07-28,,2017-07-28,CONSTRUCTION,"('2017-07-28',)",,"('CONSTRUCTION',)",2,2017,Under Construction,18.0,18.0,-122.3709640503,37.7271385193,,
0,,566 34TH AV,0.0,0.0,1511029,2015-05-28,BP FILED,,,201505287406,False,2015-05-28,2015-05-28,2015-05-28,2015-05-28,BP FILED,"('2015-05-28', '2015-05-28', '2015-05-28', '2015-05-28', '2015-05-28', '2015-05-28', '2015-05-28', '2015-05-28', '2015-05-28')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,-122.49395751950001,37.7783660889,,
0,,2785 SAN BRUNO AV,0.0,0.0,5450018,2015-04-23,BP FILED,,,201504234413,True,2015-04-23,2015-04-23,2015-04-23,2015-04-23,BP FILED,"('2015-04-23', '2015-04-23', '2015-04-23', '2015-04-23', '2015-04-23', '2015-04-23')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,2.0,2.0,-122.402922651,37.7266740423,NC-2,NC-2
0,,1987 OAKDALE AV,0.0,0.0,5319028,2016-03-23,CONSTRUCTION,04/01/2016,2016-03-23,201505126143,False,2015-05-12,2015-05-12,2015-05-12,2016-03-23,CONSTRUCTION,"('2015-05-12', '2015-05-12', '2015-05-12', '2016-03-23')",325.0,"('BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION')",1,2016,Under Construction,2.0,1.0,-122.39773400000001,37.7384878582,RH-2,RH-2
0,2015-03-31,580 HAYES ST,0.0,0.0,0807010,2017-09-08,CONSTRUCTION,,2015-10-16,201312093685,False,2005-07-06,2008-08-07,2005-07-06,2017-09-08,CONSTRUCTION,"('2008-08-07', '2008-08-07', '2008-08-07', '2011-03-09', '2011-03-09', '2011-03-09', '2011-03-09', '2011-03-09', '2011-03-09', '2013-12-09', '2013-12-09', '2013-12-09', '2013-12-09', '2015-03-31', '2015-03-31', '2015-03-31', '2015-10-16', '2015-10-16', '2016-03-15', '2016-06-08', '2016-09-02', '2016-10-18', '2017-03-27', '2017-09-08')",,"('BP FILED', 'BP FILED', 'BP FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,29.0,29.0,-122.42603302,37.7767562866,HAYES NCT,HAYES NCT
0,2014-03-27,515 JOHN MUIR DR,0.0,0.0,7282005,2014-10-21,CONSTRUCTION,01/01/2015,2014-10-21,201308093997,False,2013-08-09,2013-08-09,2013-08-09,2014-10-21,CONSTRUCTION,"('2013-08-09', '2013-08-09', '2014-03-27', '2014-04-07', '2014-04-07', '2014-10-21')",510.0,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",4,2014,Under Construction,722.0,2.0,-122.493222,37.714909999999996,P,P
0,,1458 HOWARD ST,0.0,0.0,3510060,2016-11-14,BP FILED,,,201611142637,False,2016-11-14,2016-11-14,2016-11-14,2016-11-14,BP FILED,"('2016-11-14', '2016-11-14', '2016-11-14')",,"('BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,0.0,0.0,-122.4153137207,37.773628234899995,,
0,2015-05-26,3721 21ST ST,0.0,0.0,3621081,2017-09-08,CONSTRUCTION,,2017-09-08,201312134205,False,2013-12-13,2013-12-13,2013-12-13,2017-09-08,CONSTRUCTION,"('2013-12-13', '2013-12-13', '2013-12-13', '2013-12-13', '2013-12-13', '2015-05-26', '2015-05-26', '2015-05-26', '2015-05-26', '2015-05-26', '2015-05-26', '2015-05-26', '2015-05-26', '2015-05-26', '2017-09-08')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,-122.4306335449,37.756080627399996,RH-1,RH-1
0,2007-05-03,6534 03RD ST,,,5475007,2007-05-03,BP ISSUED,,,200507066945,True,2005-07-06,2007-05-03,2005-07-06,2007-05-03,BP ISSUED,"('2007-05-03', '2007-05-03', '2007-05-03', '2007-05-03', '2007-05-03', '2007-05-03', '2007-05-03', '2007-05-03', '2007-05-03', '2007-05-03', '2007-05-03', '2007-05-03', '2007-05-03')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2012,Building Permit Approved,2.0,2.0,-122.397354,37.719316,RM-1,RM-1
0,,266 05TH AV,,,1429029,2009-07-07,CONSTRUCTION,10/01/2009,2009-07-07,200505021331,False,2005-05-02,2009-07-07,2005-05-02,2009-07-07,CONSTRUCTION,"('2009-07-07',)",1613.0,"('CONSTRUCTION',)",3,2009,Under Construction,2.0,2.0,-122.46323600000001,37.783685,RM-1,RM-1
0,,16 ORIZABA AV,,,7155020,2008-12-18,CONSTRUCTION,04/01/2010,2008-12-18,200109188537,False,2001-09-18,2008-12-18,2001-09-18,2008-12-18,CONSTRUCTION,"('2008-12-18', '2008-12-18', '2008-12-18')",3117.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2010,Under Construction,1.0,1.0,-122.46246000000001,37.709713,RH-1,RH-1
0,,707 BAY SHORE BL,0.0,0.0,5375059,2015-01-03,PL FILED,,,,False,2015-01-03,2015-01-03,2015-01-03,2015-01-03,PL FILED,"('2015-01-03', '2015-01-03', '2015-01-03', '2015-01-03', '2015-01-03', '2015-01-03', '2015-01-03')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,0.0,0.0,-122.4061355591,37.7359695435,,
0,2016-04-25,777 TENNESSEE ST,8.0,8.0,4044013,2017-04-27,BP ISSUED,,,201507141485,False,2013-03-15,2013-05-30,2013-03-15,2017-04-27,BP ISSUED,"('2013-05-30', '2013-05-30', '2016-04-25', '2016-04-25', '2016-04-25', '2016-04-25', '2017-04-27')",,"('PL FILED', 'PL FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED')",2,2017,Building Permit Approved,59.0,59.0,-122.38932800290002,37.7620277405,UMU,UMU
0,,690 05TH ST,0.0,0.0,3785003,2009-06-17,PL APPROVED,,,,False,2006-01-24,2006-01-24,2006-01-24,2009-06-17,PL APPROVED,"('2006-01-24', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17', '2009-06-17')",,"('PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",2,2016,Proposed,0.0,0.0,-122.39767569799999,37.7753480043,WMUO,WMUO
0,2007-11-19,853 GOETTINGEN ST,,,6154012,2010-05-04,CONSTRUCTION,04/01/2013,2010-03-23,200606214652,False,2006-06-21,2007-11-19,2006-06-21,2010-05-04,CONSTRUCTION,"('2007-11-19', '2007-11-19', '2010-03-23', '2010-05-04', '2010-05-04', '2010-05-04', '2010-05-04', '2010-05-04', '2010-05-04', '2010-05-04', '2010-05-04', '2010-05-04', '2010-05-04', '2010-05-04', '2010-05-04')",2476.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2013,Under Construction,1.0,1.0,-122.404141,37.721470000000004,RH-1,RH-1
0,,2 NEW MONTGOMERY ST,,,3707052,2007-12-04,PL FILED,,,,True,2005-11-29,2007-12-04,2005-11-29,2007-12-04,PL FILED,"('2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04', '2007-12-04')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2012,Proposed,125.0,125.0,-122.40191000000002,37.788432,C-3-O,C-3-O
0,,2198 MARKET ST,10.0,10.0,3542039,2017-02-24,CONSTRUCTION,04/01/2017,2015-03-13,201312134180,False,2013-01-16,2013-01-16,2013-01-16,2017-02-24,CONSTRUCTION,"('2013-01-16', '2013-01-16', '2013-01-16', '2013-12-13', '2013-12-13', '2013-12-13', '2013-12-13', '2015-03-13', '2015-05-26', '2015-07-30', '2015-10-26', '2016-01-14', '2016-03-31', '2016-06-29', '2016-09-23', '2016-12-13', '2017-02-24')",1536.0,"('PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2017,Under Construction,87.0,87.0,-122.4307685,37.7665267113,NCT,NCT
0,,645 HARRISON ST,0.0,0.0,3763105,2015-12-04,BP FILED,,,201511021472,True,2013-10-24,2013-10-24,2013-10-24,2015-12-04,BP FILED,"('2013-10-24', '2013-10-24', '2015-12-04')",,"('PL FILED', 'PL FILED', 'BP FILED')",1,2016,Proposed,0.0,0.0,-122.39571299999999,37.7833825747,SSO,SSO
0,,1507 DIAMOND ST,0.0,0.0,6604026,2015-05-08,BP FILED,,,201505085804,False,2015-05-08,2015-05-08,2015-05-08,2015-05-08,BP FILED,"('2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,-122.43542480469999,37.745388031,,
0,,240 PACIFIC AV,0.0,0.0,0166003,2015-12-10,PL APPROVED,,,201508134190,True,2014-03-18,2014-03-18,2014-03-18,2015-12-10,PL APPROVED,"('2014-03-18', '2014-03-18', '2014-08-27', '2014-08-27', '2014-08-27', '2014-08-27', '2014-08-27', '2015-12-10', '2015-12-10')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED')",1,2016,Proposed,31.0,31.0,-122.400452,37.797869726100004,C-2,C-2
0,2007-09-18,2710 PINE ST,,,1028009,2007-09-18,BP ISSUED,,,200704259610,True,2007-04-25,2007-09-18,2007-04-25,2007-09-18,BP ISSUED,"('2007-09-18', '2007-09-18')",,"('BP ISSUED', 'BP ISSUED')",4,2009,Building Permit Approved,2.0,-1.0,-122.440583,37.787211,RH-2,RH-2
0,,531 BRYANT ST,,,3776094,2017-03-06,PL FILED,,,,False,2017-03-06,2017-03-06,,2017-03-06,PL FILED,"('2017-03-06',)",,"('PL FILED',)",2,2017,Proposed,,,-122.3964385986,37.780418396,,
0,,2927 BALBOA ST,,,1614022,2004-04-08,BP FILED,,,200404080837,True,2004-04-08,2004-04-08,2004-04-08,2004-04-08,BP FILED,"('2004-04-08',)",,"('BP FILED',)",3,2009,Proposed,2.0,1.0,-122.490137,37.775909999999996,RH-2,RH-2
0,2016-04-01,37 BLAKE ST,0.0,0.0,1067009,2017-09-28,CONSTRUCTION,,2017-09-28,201412123652,False,2014-10-09,2014-12-12,2014-10-09,2017-09-28,CONSTRUCTION,"('2014-12-12', '2014-12-12', '2014-12-12', '2014-12-12', '2014-12-12', '2016-04-01', '2016-06-03', '2016-06-03', '2016-06-03', '2016-06-03', '2017-01-13', '2017-09-28')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",2,2017,Under Construction,2.0,1.0,-122.4516525269,37.7830581665,,
0,,1675 JERROLD AV,,,5279033,2007-07-30,CONSTRUCTION,10/01/2012,2007-07-30,200208022937,False,2002-08-02,2007-07-30,2002-08-02,2007-07-30,CONSTRUCTION,"('2007-07-30', '2007-07-30', '2007-07-30', '2007-07-30', '2007-07-30', '2007-07-30', '2007-07-30', '2007-07-30', '2007-07-30', '2007-07-30', '2007-07-30', '2007-07-30', '2007-07-30')",3713.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,0.0,0.0,-122.390794,37.739412,M-1,M-1
0,,233-237 SHIPLEY ST,0.0,0.0,3753095,2013-07-10,PL FILED,,,,True,2013-07-10,2013-07-10,2013-07-10,2013-07-10,PL FILED,"('2013-07-10', '2013-07-10', '2013-07-10', '2013-07-10', '2013-07-10', '2013-07-10', '2013-07-10')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2015,Proposed,22.0,22.0,-122.40351016,37.7790833344,MUR,MUR
0,2009-12-17,1354 FUNSTON AV,,,1767031,2009-12-17,BP REINSTATED,,,200710306832,True,2007-10-30,2009-12-17,2007-10-30,2009-12-17,BP REINSTATED,"('2009-12-17', '2009-12-17', '2009-12-17', '2009-12-17', '2009-12-17', '2009-12-17', '2009-12-17', '2009-12-17', '2009-12-17', '2009-12-17', '2009-12-17', '2009-12-17', '2009-12-17', '2009-12-17', '2009-12-17', '2009-12-17')",,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",3,2013,Building Permit Approved,2.0,1.0,-122.47019499999999,37.762831,RH-2,RH-2
0,,7 EDGAR AV,0.0,0.0,6978075,2015-05-08,BP FILED,,,201505085770,False,2015-05-08,2015-05-08,2015-05-08,2015-05-08,BP FILED,"('2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.4524536133,37.720596313499996,,
0,,249 PENNSYLVANIA AV,10.0,10.0,3999002,2016-11-22,BP FILED,,,201611223357,False,2014-08-19,2015-05-29,2014-08-19,2016-11-22,BP FILED,"('2015-05-29', '2015-07-16', '2015-07-16', '2015-07-16', '2015-07-16', '2016-11-22', '2016-11-22', '2016-11-22')",,"('BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,59.0,59.0,-122.39317321780001,37.7629699707,,
0,,326 CAPP ST,0.0,0.0,3590041,2016-11-22,BP FILED,,,201611223380,False,2016-11-22,2016-11-22,,2016-11-22,BP FILED,"('2016-11-22', '2016-11-22')",,"('BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,-122.41854095459999,37.7613983154,,
0,,2632 MISSION ST,0.0,0.0,3636005,2016-11-01,BP FILED,,,201611011665,False,2016-06-13,2016-08-24,2016-06-13,2016-11-01,BP FILED,"('2016-08-24', '2016-11-01', '2016-11-01', '2016-11-01')",,"('PL FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,16.0,16.0,-122.41905212399999,37.7548332214,,
0,,2156 BUSH ST,,,0660013,2006-01-06,PL APPROVED,,,,True,2005-05-31,2006-01-06,2005-05-31,2006-01-06,PL APPROVED,"('2006-01-06',)",,"('PL APPROVED',)",3,2009,Proposed,2.0,1.0,-122.43273799999999,37.787256,RH-2,RH-2
0,2011-01-31,1338 FILBERT ST,0.0,0.0,0524031,2011-01-31,BP ISSUED,,,201009271690,False,2009-05-21,2009-12-10,2009-05-21,2011-01-31,BP ISSUED,"('2009-12-10', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2010-04-08', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31')",,"('PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2017,Building Permit Approved,8.0,4.0,-122.421503537,37.8001114619,RH-2,RH-2
0,,2670 GEARY BL,3.0,3.0,1071003,2015-12-09,PL FILED,,,,False,2015-05-15,2015-12-09,2015-05-15,2015-12-09,PL FILED,"('2015-12-09', '2015-12-09', '2015-12-09', '2015-12-09', '2015-12-09')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,21.0,21.0,-122.44744110110001,37.7828521729,,
0,2007-06-28,758 ARKANSAS ST,,,4162012,2007-06-28,BP REINSTATED,,,200506286196,False,2005-06-28,2007-06-28,2005-06-28,2007-06-28,BP REINSTATED,"('2007-06-28', '2007-06-28', '2007-06-28', '2007-06-28', '2007-06-28', '2007-06-28', '2007-06-28', '2007-06-28')",,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",2,2011,Building Permit Approved,2.0,1.0,-122.398059,37.756481,RH-2,RH-2
0,,300 GRANT AVE,,,0287013,2011-10-06,PL APPROVED,,,,True,2006-11-02,2008-07-10,2006-11-02,2011-10-06,PL APPROVED,"('2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2011-06-01', '2011-06-01', '2011-10-06', '2011-10-06', '2011-10-06', '2011-10-06', '2011-10-06', '2011-10-06', '2011-10-06', '2011-10-06', '2011-10-06', '2011-10-06', '2011-10-06', '2011-10-06')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2014,Proposed,45.0,45.0,-122.4050955,37.78975629999999,C-3-R,C-3-R
0,2010-04-01,1123 GIRARD ST,0.0,0.0,6173005,2014-01-14,BP REINSTATED,,,200907072084,False,2009-07-07,2009-07-07,2009-07-07,2014-01-14,BP REINSTATED,"('2009-07-07', '2010-04-01', '2010-04-01', '2010-04-01', '2010-04-01', '2010-04-01', '2010-04-01', '2010-04-01', '2014-01-14', '2014-01-14', '2014-01-14', '2014-01-14', '2014-01-14', '2014-01-14', '2014-01-14', '2014-01-14', '2014-01-14', '2014-01-14', '2014-01-14', '2014-01-14', '2014-01-14', '2014-01-14')",,"('BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",2,2017,Building Permit Approved,1.0,1.0,-122.4006576538,37.7186775208,RM-1,RM-1
0,,55 CHUMASERO DR,0.0,0.0,7330001,2015-11-09,BP FILED,,,201511092111,True,2014-09-08,2015-11-09,2014-09-08,2015-11-09,BP FILED,"('2015-11-09', '2015-11-09', '2015-11-09')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,313.0,313.0,-122.472043197,37.7137356917,PM-R,PM-R
0,2016-01-11,350 15TH AV,0.0,0.0,1446038,2016-09-30,CONSTRUCTION,10/01/2016,2016-05-31,201412304716,False,2014-12-30,2014-12-30,2014-12-30,2016-09-30,CONSTRUCTION,"('2014-12-30', '2014-12-30', '2014-12-30', '2014-12-30', '2016-01-11', '2016-01-27', '2016-05-31', '2016-09-30')",641.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,2.0,1.0,-122.473702247,37.781550945,RH-2,RH-2
0,,1201 - 1225 TENNESSEE ST,34.0,34.0,4172022,2017-03-24,CONSTRUCTION,04/01/2017,2016-06-06,201312234917,False,2013-04-11,2016-06-06,2013-04-11,2017-03-24,CONSTRUCTION,"('2016-06-06', '2016-09-29', '2017-01-03', '2017-03-24')",1451.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2017,Under Construction,259.0,259.0,-122.38860297299999,37.7559279741,UMU,UMU
0,2016-11-09,88 ARKANSAS ST,25.0,25.0,3953002,2016-11-09,BP ISSUED,,,201511021443,False,2015-01-14,2015-03-25,2015-01-14,2016-11-09,BP ISSUED,"('2015-03-25', '2015-03-25', '2015-03-25', '2015-03-25', '2016-03-03', '2016-03-03', '2016-03-03', '2016-11-09', '2016-11-09', '2016-11-09')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,127.0,127.0,-122.3990478516,37.7653579712,,
